name,color,model,price,Màn hình:,Hệ điều hành:,Camera sau:,Camera trước:,Chip:,RAM:,Dung lượng lưu trữ:,SIM:,"Pin, Sạc:",Danh bạ:,Thẻ nhớ:,Radio FM:,Jack cắm tai nghe:,Pin:
Điện thoại Samsung Galaxy S23 5G Ultra 1TB,Xanh rêu,12GB - 1TB,35.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 13,"Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,12 GB,1 TB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23 5G Ultra 1TB,Đen,12GB - 1TB,35.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 13,"Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,12 GB,1 TB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy A34 5G 128GB,Bạc,128GB,7.790.000₫ ,"Super AMOLED, 6.6"", Full HD+",Android 13,"Chính 48 MP & Phụ 8 MP, 5 MP",13 MP,MediaTek Dimensity 1080 8 nhân,8 GB,128 GB,"2 Nano SIM, Hỗ trợ 5G","5000 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy A34 5G 128GB,Xanh Lá Mạ,128GB,7.790.000₫ ,"Super AMOLED, 6.6"", Full HD+",Android 13,"Chính 48 MP & Phụ 8 MP, 5 MP",13 MP,MediaTek Dimensity 1080 8 nhân,8 GB,128 GB,"2 Nano SIM, Hỗ trợ 5G","5000 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy A34 5G 128GB,Đen,128GB,7.790.000₫ ,"Super AMOLED, 6.6"", Full HD+",Android 13,"Chính 48 MP & Phụ 8 MP, 5 MP",13 MP,MediaTek Dimensity 1080 8 nhân,8 GB,128 GB,"2 Nano SIM, Hỗ trợ 5G","5000 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy A34 5G 256GB,Bạc,256GB,8.390.000₫ ,"Super AMOLED, 6.6"", Full HD+",Android 13,"Chính 48 MP & Phụ 8 MP, 5 MP",13 MP,MediaTek Dimensity 1080 8 nhân,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","5000 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy A34 5G 256GB,Đen,256GB,8.390.000₫ ,"Super AMOLED, 6.6"", Full HD+",Android 13,"Chính 48 MP & Phụ 8 MP, 5 MP",13 MP,MediaTek Dimensity 1080 8 nhân,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","5000 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy A34 5G 256GB,Xanh Lá Mạ,256GB,8.390.000₫ ,"Super AMOLED, 6.6"", Full HD+",Android 13,"Chính 48 MP & Phụ 8 MP, 5 MP",13 MP,MediaTek Dimensity 1080 8 nhân,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","5000 mAh, 25 W",,,,,
Điện thoại iPhone 14 128GB,Vàng,128GB,,"OLED, 6.1"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3279 mAh, 20 W",,,,,
Điện thoại iPhone 14 128GB,Đỏ,128GB,,"OLED, 6.1"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3279 mAh, 20 W",,,,,
Điện thoại iPhone 14 128GB,Trắng,128GB,,"OLED, 6.1"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3279 mAh, 20 W",,,,,
Điện thoại iPhone 14 128GB,Xanh Dương,128GB,,"OLED, 6.1"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3279 mAh, 20 W",,,,,
Điện thoại iPhone 14 128GB,Đen,128GB,,"OLED, 6.1"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3279 mAh, 20 W",,,,,
Điện thoại iPhone 14 128GB,Tím nhạt,128GB,,"OLED, 6.1"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3279 mAh, 20 W",,,,,
Điện thoại iPhone 14 256GB,Vàng,256GB,22.490.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3279 mAh, 20 W",,,,,
Điện thoại iPhone 14 256GB,Trắng,256GB,22.490.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3279 mAh, 20 W",,,,,
Điện thoại iPhone 14 256GB,Tím nhạt,256GB,22.490.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3279 mAh, 20 W",,,,,
Điện thoại iPhone 14 256GB,Đen,256GB,22.490.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3279 mAh, 20 W",,,,,
Điện thoại iPhone 14 256GB,Xanh Dương,256GB,22.490.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3279 mAh, 20 W",,,,,
Điện thoại Vivo Y16 64GB,Vàng,64GB,3.590.000₫ ,"IPS LCD, 6.51"", HD+",Android 12,Chính 13 MP & Phụ 2 MP,5 MP,MediaTek Helio P35,4 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Vivo Y16 64GB,Đen,64GB,3.590.000₫ ,"IPS LCD, 6.51"", HD+",Android 12,Chính 13 MP & Phụ 2 MP,5 MP,MediaTek Helio P35,4 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Vivo Y16 128GB,Vàng,128GB,4.190.000₫ *,"IPS LCD, 6.51"", HD+",Android 12,Chính 13 MP & Phụ 2 MP,5 MP,MediaTek Helio P35,4 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Vivo Y16 128GB,Đen,128GB,4.190.000₫ *,"IPS LCD, 6.51"", HD+",Android 12,Chính 13 MP & Phụ 2 MP,5 MP,MediaTek Helio P35,4 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại realme C30s (2GB/32GB),Xanh,2GB,,"IPS LCD, 6.5"", HD+",Android 12 (Go Edition),8 MP,5 MP,Unisoc SC9863A1,2 GB,32 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại realme C30s (2GB/32GB),Đen,2GB,,"IPS LCD, 6.5"", HD+",Android 12 (Go Edition),8 MP,5 MP,Unisoc SC9863A1,2 GB,32 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại realme C30s (4GB/64GB),Đen,4GB,2.790.000₫ ,"IPS LCD, 6.5"", HD+",Android 12 (Go Edition),8 MP,5 MP,Unisoc SC9863A1,4 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại realme C30s (4GB/64GB),Xanh,4GB,2.790.000₫ ,"IPS LCD, 6.5"", HD+",Android 12 (Go Edition),8 MP,5 MP,Unisoc SC9863A1,4 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại realme C30s (3GB/64GB),Xanh Dương,3GB,2.490.000₫ *,"IPS LCD, 6.5"", HD+",Android 12 (Go Edition),8 MP,5 MP,Unisoc SC9863A1,3 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại realme C30s (3GB/64GB),Đen,3GB,2.490.000₫ *,"IPS LCD, 6.5"", HD+",Android 12 (Go Edition),8 MP,5 MP,Unisoc SC9863A1,3 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Samsung Galaxy S23+ 5G 256GB,Kem,8GB - 256GB,26.990.000₫,"Dynamic AMOLED 2X, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","4700 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23+ 5G 256GB,Xanh rêu,8GB - 256GB,26.990.000₫,"Dynamic AMOLED 2X, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","4700 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23+ 5G 256GB,Đen,8GB - 256GB,26.990.000₫,"Dynamic AMOLED 2X, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","4700 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23+ 5G 256GB,Tím nhạt,8GB - 256GB,26.990.000₫,"Dynamic AMOLED 2X, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","4700 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23+ 5G 512GB,Xanh rêu,8GB - 512GB,29.990.000₫,"Dynamic AMOLED 2X, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,512 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","4700 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23+ 5G 512GB,Kem,8GB - 512GB,29.990.000₫,"Dynamic AMOLED 2X, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,512 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","4700 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23+ 5G 512GB,Đen,8GB - 512GB,29.990.000₫,"Dynamic AMOLED 2X, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,512 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","4700 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23+ 5G 512GB,Tím nhạt,8GB - 512GB,29.990.000₫,"Dynamic AMOLED 2X, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 12 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,512 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","4700 mAh, 45 W",,,,,
Điện thoại iPhone 14 Plus 128GB,Đen,128GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4325 mAh, 20 W",,,,,
Điện thoại iPhone 14 Plus 128GB,Trắng,128GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4325 mAh, 20 W",,,,,
Điện thoại iPhone 14 Plus 128GB,Xanh Dương,128GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4325 mAh, 20 W",,,,,
Điện thoại iPhone 14 Plus 128GB,Tím nhạt,128GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4325 mAh, 20 W",,,,,
Điện thoại iPhone 14 Plus 128GB,Đỏ,128GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4325 mAh, 20 W",,,,,
Điện thoại iPhone 14 Plus 256GB,Vàng,256GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4325 mAh, 20 W",,,,,
Điện thoại iPhone 14 Plus 256GB,Đen,256GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4325 mAh, 20 W",,,,,
Điện thoại iPhone 14 Plus 256GB,Đỏ,256GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4325 mAh, 20 W",,,,,
Điện thoại iPhone 14 Plus 256GB,Xanh Dương,256GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,2 camera 12 MP,12 MP,Apple A15 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4325 mAh, 20 W",,,,,
Điện thoại Vivo Y22s 4GB,Xanh,4GB,4.790.000₫ ,"IPS LCD, 6.55"", HD+",Android 12,Chính 50 MP & Phụ 2 MP,8 MP,Snapdragon 680,4 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 18 W",,,,,
Điện thoại Vivo Y22s 4GB,Xanh đen,4GB,4.790.000₫ ,"IPS LCD, 6.55"", HD+",Android 12,Chính 50 MP & Phụ 2 MP,8 MP,Snapdragon 680,4 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 18 W",,,,,
Điện thoại Vivo Y22s 8GB,Xanh,8GB,5.290.000₫ *,"IPS LCD, 6.55"", HD+",Android 12,Chính 50 MP & Phụ 2 MP,8 MP,Snapdragon 680,8 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 18 W",,,,,
Điện thoại Vivo Y22s 8GB,Xanh đen,8GB,5.290.000₫ *,"IPS LCD, 6.55"", HD+",Android 12,Chính 50 MP & Phụ 2 MP,8 MP,Snapdragon 680,8 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 18 W",,,,,
Điện thoại Samsung Galaxy Z Fold4 5G 256GB,Kem,256GB,35.990.000₫ ,"Dynamic AMOLED 2X, Chính 7.6"" & Phụ 6.2"", Quad HD+ (2K+)",Android 12,"Chính 50 MP & Phụ 12 MP, 10 MP",10 MP & 4 MP,Snapdragon 8+ Gen 1,12 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4400 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Fold4 5G 256GB,Đen,256GB,35.990.000₫ ,"Dynamic AMOLED 2X, Chính 7.6"" & Phụ 6.2"", Quad HD+ (2K+)",Android 12,"Chính 50 MP & Phụ 12 MP, 10 MP",10 MP & 4 MP,Snapdragon 8+ Gen 1,12 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4400 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Fold4 5G 256GB,Xanh rêu,256GB,35.990.000₫ ,"Dynamic AMOLED 2X, Chính 7.6"" & Phụ 6.2"", Quad HD+ (2K+)",Android 12,"Chính 50 MP & Phụ 12 MP, 10 MP",10 MP & 4 MP,Snapdragon 8+ Gen 1,12 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4400 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Fold4 5G 512GB,Kem,512GB,39.490.000₫ ,"Dynamic AMOLED 2X, Chính 7.6"" & Phụ 6.2"", Quad HD+ (2K+)",Android 12,"Chính 50 MP & Phụ 12 MP, 10 MP",10 MP & 4 MP,Snapdragon 8+ Gen 1,12 GB,512 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4400 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Fold4 5G 512GB,Xanh rêu,512GB,39.490.000₫ ,"Dynamic AMOLED 2X, Chính 7.6"" & Phụ 6.2"", Quad HD+ (2K+)",Android 12,"Chính 50 MP & Phụ 12 MP, 10 MP",10 MP & 4 MP,Snapdragon 8+ Gen 1,12 GB,512 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4400 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy Z Fold4 5G 512GB,Đen,512GB,39.490.000₫ ,"Dynamic AMOLED 2X, Chính 7.6"" & Phụ 6.2"", Quad HD+ (2K+)",Android 12,"Chính 50 MP & Phụ 12 MP, 10 MP",10 MP & 4 MP,Snapdragon 8+ Gen 1,12 GB,512 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4400 mAh, 25 W",,,,,
Điện thoại Xiaomi 12T 5G 256GB,Xanh,,11.490.000₫ *,"AMOLED, 6.67"", 1.5K",Android 12,"Chính 108 MP & Phụ 8 MP, 2 MP",20 MP,MediaTek Dimensity 8100 Ultra 8 nhân,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","5000 mAh, 120 W",,,,,
Điện thoại Xiaomi 12T 5G 256GB,Bạc,,11.490.000₫ *,"AMOLED, 6.67"", 1.5K",Android 12,"Chính 108 MP & Phụ 8 MP, 2 MP",20 MP,MediaTek Dimensity 8100 Ultra 8 nhân,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","5000 mAh, 120 W",,,,,
Điện thoại Xiaomi 12T 5G 256GB,Đen,,11.490.000₫ *,"AMOLED, 6.67"", 1.5K",Android 12,"Chính 108 MP & Phụ 8 MP, 2 MP",20 MP,MediaTek Dimensity 8100 Ultra 8 nhân,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","5000 mAh, 120 W",,,,,
Điện thoại Xiaomi Redmi A1,Xanh Dương,,,"IPS LCD, 6.52"", HD+",Android 12 (Go Edition),Chính 8 MP & Phụ QVGA,5 MP,MediaTek MT6761 (Helio A22),2 GB,32 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Xiaomi Redmi A1,Đen,,,"IPS LCD, 6.52"", HD+",Android 12 (Go Edition),Chính 8 MP & Phụ QVGA,5 MP,MediaTek MT6761 (Helio A22),2 GB,32 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Xiaomi Redmi A1,Xanh lá,,,"IPS LCD, 6.52"", HD+",Android 12 (Go Edition),Chính 8 MP & Phụ QVGA,5 MP,MediaTek MT6761 (Helio A22),2 GB,32 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại OPPO Reno8 Pro 5G,Xanh ngọc,Reno8 Pro 5G,17.990.000₫ ,"AMOLED, 6.7"", Full HD+",Android 12,"Chính 50 MP & Phụ 8 MP, 2 MP",32 MP,MediaTek Dimensity 8100 Max 8 nhân,12 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 80 W",,,,,
Điện thoại OPPO Reno8 Pro 5G,Đen,Reno8 Pro 5G,17.990.000₫ ,"AMOLED, 6.7"", Full HD+",Android 12,"Chính 50 MP & Phụ 8 MP, 2 MP",32 MP,MediaTek Dimensity 8100 Max 8 nhân,12 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 80 W",,,,,
Điện thoại OPPO Reno8,Vàng đồng,Reno8,7.490.000₫ ,"AMOLED, 6.4"", Full HD+",Android 12,"Chính 64 MP & Phụ 2 MP, 2 MP",32 MP,Snapdragon 680,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 4G","4500 mAh, 33 W",,,,,
Điện thoại OPPO Reno8,Đen,Reno8,7.490.000₫ ,"AMOLED, 6.4"", Full HD+",Android 12,"Chính 64 MP & Phụ 2 MP, 2 MP",32 MP,Snapdragon 680,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 4G","4500 mAh, 33 W",,,,,
Điện thoại OPPO Reno8 5G,Đen,Reno8 5G,13.990.000₫ ,"AMOLED, 6.43"", Full HD+",Android 12,"Chính 50 MP & Phụ 8 MP, 2 MP",32 MP,MediaTek Dimensity 1300,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 80 W",,,,,
Điện thoại OPPO Reno8 5G,Vàng đồng,Reno8 5G,13.990.000₫ ,"AMOLED, 6.43"", Full HD+",Android 12,"Chính 50 MP & Phụ 8 MP, 2 MP",32 MP,MediaTek Dimensity 1300,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 80 W",,,,,
Điện thoại Vivo Y02s 32GB,Xanh,32GB,2.890.000₫ *,"IPS LCD, 6.51"", HD+",Android 12,8 MP,5 MP,MediaTek Helio P35,3 GB,32 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Vivo Y02s 32GB,Đen,32GB,2.890.000₫ *,"IPS LCD, 6.51"", HD+",Android 12,8 MP,5 MP,MediaTek Helio P35,3 GB,32 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Vivo Y02s 64GB,Xanh,64GB,3.290.000₫ ,"IPS LCD, 6.51"", HD+",Android 12,8 MP,5 MP,MediaTek Helio P35,3 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Vivo Y02s 64GB,Đen,64GB,3.290.000₫ ,"IPS LCD, 6.51"", HD+",Android 12,8 MP,5 MP,MediaTek Helio P35,3 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại OPPO A55,Xanh lá,,3.490.000₫ ,"IPS LCD, 6.5"", HD+",Android 11,"Chính 50 MP & Phụ 2 MP, 2 MP",16 MP,MediaTek Helio G35,4 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 18 W",,,,,
Điện thoại OPPO A55,Đen,,3.490.000₫ ,"IPS LCD, 6.5"", HD+",Android 11,"Chính 50 MP & Phụ 2 MP, 2 MP",16 MP,MediaTek Helio G35,4 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 18 W",,,,,
Điện thoại OPPO A55,Xanh Dương,,3.490.000₫ ,"IPS LCD, 6.5"", HD+",Android 11,"Chính 50 MP & Phụ 2 MP, 2 MP",16 MP,MediaTek Helio G35,4 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 18 W",,,,,
Điện thoại Vivo Y02A,Xanh tím,,2.790.000₫ ,"IPS LCD, 6.51"", HD+",Android 12 (Go Edition),8 MP,5 MP,MediaTek Helio P35,3 GB,32 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Vivo Y02A,Đen,,2.790.000₫ ,"IPS LCD, 6.51"", HD+",Android 12 (Go Edition),8 MP,5 MP,MediaTek Helio P35,3 GB,32 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại realme 10,Trắng,,6.690.000₫ *,"Super AMOLED, 6.4"", Full HD+",Android 12,Chính 50 MP & Phụ 2 MP,16 MP,MediaTek Helio G99,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 33 W",,,,,
Điện thoại realme 10,Đen,,6.690.000₫ *,"Super AMOLED, 6.4"", Full HD+",Android 12,Chính 50 MP & Phụ 2 MP,16 MP,MediaTek Helio G99,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 33 W",,,,,
Điện thoại Nokia C21 Plus 64GB,,64GB,2.090.000₫ ,"TFT LCD, 6.5"", HD+",Android 11 (Go Edition),Chính 13 MP & Phụ 2 MP,5 MP,Spreadtrum SC9863A,3 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5050 mAh, 10 W",,,,,
Điện thoại Nokia C21 Plus 32GB,Xanh Dương,32GB,,"TFT LCD, 6.5"", HD+",Android 11 (Go Edition),Chính 13 MP & Phụ 2 MP,5 MP,Spreadtrum SC9863A,3 GB,32 GB,"2 Nano SIM, Hỗ trợ 4G","5050 mAh, 10 W",,,,,
Điện thoại Nokia C21 Plus 32GB,Xám,32GB,,"TFT LCD, 6.5"", HD+",Android 11 (Go Edition),Chính 13 MP & Phụ 2 MP,5 MP,Spreadtrum SC9863A,3 GB,32 GB,"2 Nano SIM, Hỗ trợ 4G","5050 mAh, 10 W",,,,,
Điện thoại Samsung Galaxy A04s,Đen,,3.490.000₫ ,"IPS LCD, 6.5"", HD+",Android 12,"Chính 50 MP & Phụ 2 MP, 2 MP",5 MP,Exynos 850,4 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 15 W",,,,,
Điện thoại Samsung Galaxy A04s,Nâu,,3.490.000₫ ,"IPS LCD, 6.5"", HD+",Android 12,"Chính 50 MP & Phụ 2 MP, 2 MP",5 MP,Exynos 850,4 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 15 W",,,,,
Điện thoại Samsung Galaxy A04s,Xanh lá đậm,,3.490.000₫ ,"IPS LCD, 6.5"", HD+",Android 12,"Chính 50 MP & Phụ 2 MP, 2 MP",5 MP,Exynos 850,4 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 15 W",,,,,
Điện thoại Vivo V25 5G,Vàng,V25,9.790.000₫ *,"AMOLED, 6.44"", Full HD+",Android 12,"Chính 64 MP & Phụ 8 MP, 2 MP",50 MP,MediaTek Dimensity 900 5G,8 GB,128 GB,"2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 5G","4500 mAh, 44 W",,,,,
Điện thoại Vivo V25 5G,Đen,V25,9.790.000₫ *,"AMOLED, 6.44"", Full HD+",Android 12,"Chính 64 MP & Phụ 8 MP, 2 MP",50 MP,MediaTek Dimensity 900 5G,8 GB,128 GB,"2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 5G","4500 mAh, 44 W",,,,,
