name,color,model,price,Màn hình:,Hệ điều hành:,Camera sau:,Camera trước:,Chip:,RAM:,Dung lượng lưu trữ:,SIM:,"Pin, Sạc:",Danh bạ:,Thẻ nhớ:,Radio FM:,Jack cắm tai nghe:,Pin:
Điện thoại Samsung Galaxy A14 4GB,Bạc,4GB,3.990.000₫ ,"PLS LCD, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 5 MP, 2 MP",13 MP,Exynos 850,4 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 15 W",,,,,
Điện thoại Samsung Galaxy A14 4GB,Đen,4GB,3.990.000₫ ,"PLS LCD, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 5 MP, 2 MP",13 MP,Exynos 850,4 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 15 W",,,,,
Điện thoại Samsung Galaxy A14 4GB,Đỏ đô,4GB,3.990.000₫ ,"PLS LCD, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 5 MP, 2 MP",13 MP,Exynos 850,4 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 15 W",,,,,
Điện thoại Samsung Galaxy A14 6GB,Đen,6GB,4.090.000₫ ,"PLS LCD, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 5 MP, 2 MP",13 MP,Exynos 850,6 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 15 W",,,,,
Điện thoại Samsung Galaxy A14 6GB,Đỏ đô,6GB,4.090.000₫ ,"PLS LCD, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 5 MP, 2 MP",13 MP,Exynos 850,6 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 15 W",,,,,
Điện thoại Samsung Galaxy A14 6GB,Bạc,6GB,4.090.000₫ ,"PLS LCD, 6.6"", Full HD+",Android 13,"Chính 50 MP & Phụ 5 MP, 2 MP",13 MP,Exynos 850,6 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 15 W",,,,,
Điện thoại OPPO Find N2 Flip 5G,Tím,,19.990.000₫ ,"AMOLED, Chính 6.8"" & Phụ 3.26"", Full HD+",Android 13,Chính 50 MP & Phụ 8 MP,32 MP,MediaTek Dimensity 9000+ 8 nhân,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4300 mAh, 44 W",,,,,
Điện thoại OPPO Find N2 Flip 5G,Đen,,19.990.000₫ ,"AMOLED, Chính 6.8"" & Phụ 3.26"", Full HD+",Android 13,Chính 50 MP & Phụ 8 MP,32 MP,MediaTek Dimensity 9000+ 8 nhân,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4300 mAh, 44 W",,,,,
Điện thoại iPhone 14 Pro Max 128GB,Đen,128GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 128GB,Bạc,128GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 128GB,Vàng,128GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 128GB,Tím,128GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 256GB,Đen,256GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 256GB,Tím,256GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 256GB,Vàng,256GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 256GB,Bạc,256GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 512GB,Tím,512GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,512 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 512GB,Vàng,512GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,512 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 512GB,Đen,512GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,512 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 512GB,Bạc,512GB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,512 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 1TB,Tím,1TB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,1 TB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 1TB,Vàng,1TB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,1 TB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro Max 1TB,Đen,1TB,,"OLED, 6.7"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,1 TB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","4323 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro 128GB,Vàng,128GB,,"OLED, 6.1"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3200 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro 128GB,Bạc,128GB,,"OLED, 6.1"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3200 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro 128GB,Tím,128GB,,"OLED, 6.1"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3200 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro 128GB,Đen,128GB,25.490.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3200 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro 256GB,Vàng,256GB,,"OLED, 6.1"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3200 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro 256GB,Bạc,256GB,27.990.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3200 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro 256GB,Đen,256GB,27.990.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3200 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro 256GB,Tím,256GB,,"OLED, 6.1"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,256 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3200 mAh, 20 W",,,,,
Điện thoại iPhone 14 Pro 512GB,,512GB,33.490.000₫ ,"OLED, 6.1"", Super Retina XDR",iOS 16,"Chính 48 MP & Phụ 12 MP, 12 MP",12 MP,Apple A16 Bionic,6 GB,512 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 5G","3200 mAh, 20 W",,,,,
Điện thoại Vivo Y36,Xanh ngọc,,6.990.000₫ ,"IPS LCD, 6.64"", Full HD+",Android 13,Chính 50 MP & Phụ 2 MP,16 MP,Snapdragon 680,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 44 W",,,,,
Điện thoại Vivo Y36,Đen,,6.990.000₫ ,"IPS LCD, 6.64"", Full HD+",Android 13,Chính 50 MP & Phụ 2 MP,16 MP,Snapdragon 680,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 44 W",,,,,
Điện thoại Samsung Galaxy A24 6GB,Đen,6GB,5.890.000₫ ,"Super AMOLED, 6.5"", Full HD+",Android 13,"Chính 50 MP & Phụ 5 MP, 2 MP",13 MP,MediaTek Helio G99,6 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy A24 6GB,Xanh lá nhạt,6GB,5.890.000₫ ,"Super AMOLED, 6.5"", Full HD+",Android 13,"Chính 50 MP & Phụ 5 MP, 2 MP",13 MP,MediaTek Helio G99,6 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy A24 8GB,Xanh lá nhạt,8GB,6.390.000₫ ,"Super AMOLED, 6.5"", Full HD+",Android 13,"Chính 50 MP & Phụ 5 MP, 2 MP",13 MP,MediaTek Helio G99,8 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy A24 8GB,Đen,8GB,6.390.000₫ ,"Super AMOLED, 6.5"", Full HD+",Android 13,"Chính 50 MP & Phụ 5 MP, 2 MP",13 MP,MediaTek Helio G99,8 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 25 W",,,,,
Điện thoại Xiaomi Redmi 12C 64GB,Xám,64GB,2.990.000₫ *,"IPS LCD, 6.71"", HD+",Android 12,Chính 50 MP & Phụ QVGA,5 MP,MediaTek Helio G85,4 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Xiaomi Redmi 12C 64GB,Xanh Dương,64GB,2.990.000₫ *,"IPS LCD, 6.71"", HD+",Android 12,Chính 50 MP & Phụ QVGA,5 MP,MediaTek Helio G85,4 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Xiaomi Redmi 12C 64GB,Xanh lá,64GB,2.990.000₫ *,"IPS LCD, 6.71"", HD+",Android 12,Chính 50 MP & Phụ QVGA,5 MP,MediaTek Helio G85,4 GB,64 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Xiaomi Redmi 12C 128GB,Xám,128GB,3.190.000₫ ,"IPS LCD, 6.71"", HD+",Android 12,Chính 50 MP & Phụ QVGA,5 MP,MediaTek Helio G85,4 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Xiaomi Redmi 12C 128GB,Xanh Dương,128GB,3.190.000₫ ,"IPS LCD, 6.71"", HD+",Android 12,Chính 50 MP & Phụ QVGA,5 MP,MediaTek Helio G85,4 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Xiaomi Redmi 12C 128GB,Xanh lá,128GB,3.190.000₫ ,"IPS LCD, 6.71"", HD+",Android 12,Chính 50 MP & Phụ QVGA,5 MP,MediaTek Helio G85,4 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 10 W",,,,,
Điện thoại Samsung Galaxy S21 FE 5G (6GB/128GB),Xanh lá nhạt,6GB - 128GB,9.990.000₫ ,"Dynamic AMOLED 2X, 6.4"", Full HD+",Android 12,"Chính 12 MP & Phụ 12 MP, 8 MP",32 MP,Exynos 2100,6 GB,128 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S21 FE 5G (6GB/128GB),Xám đậm,6GB - 128GB,9.990.000₫ ,"Dynamic AMOLED 2X, 6.4"", Full HD+",Android 12,"Chính 12 MP & Phụ 12 MP, 8 MP",32 MP,Exynos 2100,6 GB,128 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S21 FE 5G (8GB/128GB),Xám đậm,8GB - 128GB,11.490.000₫ ,"Dynamic AMOLED 2X, 6.4"", Full HD+",Android 12,"Chính 12 MP & Phụ 12 MP, 8 MP",32 MP,Exynos 2100,8 GB,128 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S21 FE 5G (8GB/128GB),Tím nhạt,8GB - 128GB,11.490.000₫ ,"Dynamic AMOLED 2X, 6.4"", Full HD+",Android 12,"Chính 12 MP & Phụ 12 MP, 8 MP",32 MP,Exynos 2100,8 GB,128 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S21 FE 5G (8GB/128GB),Xanh lá nhạt,8GB - 128GB,11.490.000₫ ,"Dynamic AMOLED 2X, 6.4"", Full HD+",Android 12,"Chính 12 MP & Phụ 12 MP, 8 MP",32 MP,Exynos 2100,8 GB,128 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S21 FE 5G (8GB/256GB),Xanh lá nhạt,8GB - 256GB,13.490.000₫ ,"Dynamic AMOLED 2X, 6.4"", Full HD+",Android 12,"Chính 12 MP & Phụ 12 MP, 8 MP",32 MP,Exynos 2100,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S21 FE 5G (8GB/256GB),Tím nhạt,8GB - 256GB,13.490.000₫ ,"Dynamic AMOLED 2X, 6.4"", Full HD+",Android 12,"Chính 12 MP & Phụ 12 MP, 8 MP",32 MP,Exynos 2100,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S21 FE 5G (8GB/256GB),Xám đậm,8GB - 256GB,13.490.000₫ ,"Dynamic AMOLED 2X, 6.4"", Full HD+",Android 12,"Chính 12 MP & Phụ 12 MP, 8 MP",32 MP,Exynos 2100,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 25 W",,,,,
Điện thoại Samsung Galaxy S21 FE 5G (8GB/256GB),Trắng,8GB - 256GB,13.490.000₫ ,"Dynamic AMOLED 2X, 6.4"", Full HD+",Android 12,"Chính 12 MP & Phụ 12 MP, 8 MP",32 MP,Exynos 2100,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 5G","4500 mAh, 25 W",,,,,
Điện thoại iPhone 11 64GB,Trắng,64GB,,"IPS LCD, 6.1"", Liquid Retina",iOS 15,2 camera 12 MP,12 MP,Apple A13 Bionic,4 GB,64 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 4G","3110 mAh, 18 W",,,,,
Điện thoại iPhone 11 64GB,Đen,64GB,10.690.000₫ ,"IPS LCD, 6.1"", Liquid Retina",iOS 15,2 camera 12 MP,12 MP,Apple A13 Bionic,4 GB,64 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 4G","3110 mAh, 18 W",,,,,
Điện thoại iPhone 11 128GB,Đen,128GB,12.490.000₫ ,"IPS LCD, 6.1"", Liquid Retina",iOS 15,2 camera 12 MP,12 MP,Apple A13 Bionic,4 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 4G","3110 mAh, 18 W",,,,,
Điện thoại iPhone 11 128GB,Trắng,128GB,12.490.000₫ ,"IPS LCD, 6.1"", Liquid Retina",iOS 15,2 camera 12 MP,12 MP,Apple A13 Bionic,4 GB,128 GB,"1 Nano SIM & 1 eSIM, Hỗ trợ 4G","3110 mAh, 18 W",,,,,
Điện thoại Xiaomi Redmi Note 12 4GB,Xanh lá,4GB - 128GB,4.590.000₫ ,"AMOLED, 6.67"", Full HD+",Android 13,"Chính 50 MP & Phụ 8 MP, 2 MP",13 MP,Snapdragon 685 8 nhân,4 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 33 W",,,,,
Điện thoại Xiaomi Redmi Note 12 4GB,Xám,4GB - 128GB,4.590.000₫ ,"AMOLED, 6.67"", Full HD+",Android 13,"Chính 50 MP & Phụ 8 MP, 2 MP",13 MP,Snapdragon 685 8 nhân,4 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 33 W",,,,,
Điện thoại Xiaomi Redmi Note 12 4GB,Xanh Dương,4GB - 128GB,4.590.000₫ ,"AMOLED, 6.67"", Full HD+",Android 13,"Chính 50 MP & Phụ 8 MP, 2 MP",13 MP,Snapdragon 685 8 nhân,4 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 33 W",,,,,
Điện thoại Xiaomi Redmi Note 12 8GB,Xám,8GB - 128GB,5.390.000₫ ,"AMOLED, 6.67"", Full HD+",Android 13,"Chính 50 MP & Phụ 8 MP, 2 MP",13 MP,Snapdragon 685 8 nhân,8 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 33 W",,,,,
Điện thoại Xiaomi Redmi Note 12 8GB,Xanh Dương,8GB - 128GB,5.390.000₫ ,"AMOLED, 6.67"", Full HD+",Android 13,"Chính 50 MP & Phụ 8 MP, 2 MP",13 MP,Snapdragon 685 8 nhân,8 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 33 W",,,,,
Điện thoại Xiaomi Redmi Note 12 8GB,Xanh lá,8GB - 128GB,5.390.000₫ ,"AMOLED, 6.67"", Full HD+",Android 13,"Chính 50 MP & Phụ 8 MP, 2 MP",13 MP,Snapdragon 685 8 nhân,8 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 33 W",,,,,
Điện thoại Vivo V27e,Tím,,8.690.000₫ ,"AMOLED, 6.62"", Full HD+",Android 13,"Chính 64 MP & Phụ 2 MP, 2 MP",32 MP,MediaTek Helio G99,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 4G","4600 mAh, 66 W",,,,,
Điện thoại Vivo V27e,Đen,,8.690.000₫ ,"AMOLED, 6.62"", Full HD+",Android 13,"Chính 64 MP & Phụ 2 MP, 2 MP",32 MP,MediaTek Helio G99,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 4G","4600 mAh, 66 W",,,,,
Điện thoại OPPO Reno8 T 5G 256GB,Vàng đồng,8GB - 256GB,10.990.000₫ ,"AMOLED, 6.7"", Full HD+",Android 13,"Chính 108 MP & Phụ 2 MP, 2 MP",32 MP,Snapdragon 695 5G,8 GB,256 GB,"2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 5G","4800 mAh, 67 W",,,,,
Điện thoại OPPO Reno8 T 5G 256GB,Đen,8GB - 256GB,10.990.000₫ ,"AMOLED, 6.7"", Full HD+",Android 13,"Chính 108 MP & Phụ 2 MP, 2 MP",32 MP,Snapdragon 695 5G,8 GB,256 GB,"2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 5G","4800 mAh, 67 W",,,,,
Điện thoại OPPO Reno8 T 5G 128GB,Đen,8GB - 128GB,9.990.000₫,"AMOLED, 6.7"", Full HD+",Android 13,"Chính 108 MP & Phụ 2 MP, 2 MP",32 MP,Snapdragon 695 5G,8 GB,128 GB,"2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 5G","4800 mAh, 67 W",,,,,
Điện thoại OPPO Reno8 T 5G 128GB,Vàng đồng,8GB - 128GB,9.990.000₫,"AMOLED, 6.7"", Full HD+",Android 13,"Chính 108 MP & Phụ 2 MP, 2 MP",32 MP,Snapdragon 695 5G,8 GB,128 GB,"2 Nano SIM (SIM 2 chung khe thẻ nhớ), Hỗ trợ 5G","4800 mAh, 67 W",,,,,
Điện thoại realme C55 6GB,Vàng,6GB - 128GB,,"IPS LCD, 6.72"", Full HD+",Android 13,Chính 64 MP & Phụ 2 MP,8 MP,MediaTek Helio G88,6 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 33 W",,,,,
Điện thoại realme C55 6GB,Đen,6GB - 128GB,,"IPS LCD, 6.72"", Full HD+",Android 13,Chính 64 MP & Phụ 2 MP,8 MP,MediaTek Helio G88,6 GB,128 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 33 W",,,,,
Điện thoại realme C55 8GB,Vàng,8GB - 256GB,,"IPS LCD, 6.72"", Full HD+",Android 13,Chính 64 MP & Phụ 2 MP,8 MP,MediaTek Helio G88,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 33 W",,,,,
Điện thoại realme C55 8GB,Đen,8GB - 256GB,,"IPS LCD, 6.72"", Full HD+",Android 13,Chính 64 MP & Phụ 2 MP,8 MP,MediaTek Helio G88,8 GB,256 GB,"2 Nano SIM, Hỗ trợ 4G","5000 mAh, 33 W",,,,,
Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,Xanh rêu,8GB - 256GB,26.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 13,"Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,Tím nhạt,8GB - 256GB,26.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 13,"Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,Kem,8GB - 256GB,26.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 13,"Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23 Ultra 5G 256GB,Đen,8GB - 256GB,31.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 13,"Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,8 GB,256 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23 Ultra 5G 512GB,Đen,12GB - 512GB,29.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 13,"Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,12 GB,512 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23 Ultra 5G 512GB,Tím nhạt,12GB - 512GB,29.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 13,"Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,12 GB,512 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23 Ultra 5G 512GB,Kem,12GB - 512GB,29.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 13,"Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,12 GB,512 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23 Ultra 5G 512GB,Xanh rêu,12GB - 512GB,29.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 13,"Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,12 GB,512 GB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23 5G Ultra 1TB,Tím nhạt,12GB - 1TB,35.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 13,"Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,12 GB,1 TB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
Điện thoại Samsung Galaxy S23 5G Ultra 1TB,Kem,12GB - 1TB,35.990.000₫ ,"Dynamic AMOLED 2X, 6.8"", Quad HD+ (2K+)",Android 13,"Chính 200 MP & Phụ 12 MP, 10 MP, 10 MP",12 MP,Snapdragon 8 Gen 2 8 nhân,12 GB,1 TB,"2 Nano SIM hoặc 1 Nano SIM + 1 eSIM, Hỗ trợ 5G","5000 mAh, 45 W",,,,,
